GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	Q4BXV9	CwatDRAFT_1371	enables	GO:0004519	endonuclease activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002711	165597	InterPro		F
UniProtKB	Q4BXV9	CwatDRAFT_1371	enables	GO:0003676	nucleic acid binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002711	165597	InterPro		F
UniProtKB	Q4BXV9	CwatDRAFT_1371	enables	GO:0004519	endonuclease activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0255	165597	UniProt		F
UniProtKB	Q4BXV9	CwatDRAFT_1371	involved_in	GO:0090305	nucleic acid phosphodiester bond hydrolysis	ECO:0000366	IEA	GO_REF:0000108	GO:0004519	165597	GOC		P
UniProtKB	Q4BXV9	CwatDRAFT_1371	involved_in	GO:0090305	nucleic acid phosphodiester bond hydrolysis	ECO:0000366	IEA	GO_REF:0000108	GO:0004519	165597	GOC		P
UniProtKB	Q4BXW0	CwatDRAFT_1372	involved_in	GO:0009231	riboflavin biosynthetic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002734|InterPro:IPR004794|InterPro:IPR011549	165597	InterPro		P
UniProtKB	Q4BXW0	CwatDRAFT_1372	enables	GO:0008270	zinc ion binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR016192	165597	InterPro		F
UniProtKB	Q4BXW0	CwatDRAFT_1372	enables	GO:0008703	5-amino-6-(5-phosphoribosylamino)uracil reductase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002734|InterPro:IPR011549	165597	InterPro		F
UniProtKB	Q4BXW0	CwatDRAFT_1372	enables	GO:0008835	diaminohydroxyphosphoribosylaminopyrimidine deaminase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004794	165597	InterPro		F
UniProtKB	Q4BXW0	CwatDRAFT_1372	enables	GO:0016787	hydrolase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR016192	165597	InterPro		F
UniProtKB	Q4BXW0	CwatDRAFT_1372	enables	GO:0003824	catalytic activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR016193	165597	InterPro		F
UniProtKB	Q4BXW0	CwatDRAFT_1372	enables	GO:0050661	NADP binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR011549	165597	InterPro		F
UniProtKB	Q4BXW0	CwatDRAFT_1372	involved_in	GO:0009231	riboflavin biosynthetic process	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0686	165597	UniProt		P
UniProtKB	Q4BXW0	CwatDRAFT_1372	enables	GO:0016491	oxidoreductase activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0560	165597	UniProt		F
UniProtKB	Q4BXW0	CwatDRAFT_1372	enables	GO:0016787	hydrolase activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0378	165597	UniProt		F
UniProtKB	Q4BXW0	CwatDRAFT_1372	enables	GO:0003824	catalytic activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0511	165597	UniProt		F
UniProtKB	Q4BXW0	CwatDRAFT_1372	involved_in	GO:0008152	metabolic process	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0511	165597	UniProt		P
UniProtKB	Q4BXW0	CwatDRAFT_1372	enables	GO:0046872	metal ion binding	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0479	165597	UniProt		F
UniProtKB	Q4BXW0	CwatDRAFT_1372	enables	GO:0008703	5-amino-6-(5-phosphoribosylamino)uracil reductase activity	ECO:0000501	IEA	GO_REF:0000003	EC:1.1.1.193	165597	UniProt		F
UniProtKB	Q4BXW0	CwatDRAFT_1372	enables	GO:0008835	diaminohydroxyphosphoribosylaminopyrimidine deaminase activity	ECO:0000501	IEA	GO_REF:0000003	EC:3.5.4.26	165597	UniProt		F
UniProtKB	Q4BXW0	CwatDRAFT_1372	enables	GO:0008835	diaminohydroxyphosphoribosylaminopyrimidine deaminase activity	ECO:0000256	IEA	GO_REF:0000116	RHEA:21868	165597	RHEA		F
UniProtKB	Q4BXW0	CwatDRAFT_1372	enables	GO:0008703	5-amino-6-(5-phosphoribosylamino)uracil reductase activity	ECO:0000256	IEA	GO_REF:0000116	RHEA:17845	165597	RHEA		F
UniProtKB	Q4BXW0	CwatDRAFT_1372	involved_in	GO:0009231	riboflavin biosynthetic process	ECO:0000322	IEA	GO_REF:0000041	UniPathway:UPA00275	165597	UniProt		P
UniProtKB	Q4BXW0	CwatDRAFT_1372	enables	GO:0016491	oxidoreductase activity	ECO:0000501	IEA	GO_REF:0000117	ARBA:ARBA00027224	165597	UniProt		F
UniProtKB	Q4BXW0	CwatDRAFT_1372	involved_in	GO:0071704	organic substance metabolic process	ECO:0000501	IEA	GO_REF:0000117	ARBA:ARBA00025755	165597	UniProt		P
UniProtKB	Q4BXW1	CwatDRAFT_1373	located_in	GO:0016020	membrane	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0472	165597	UniProt		C
UniProtKB	Q4BXW1	CwatDRAFT_1373	located_in	GO:0016021	integral component of membrane	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0812	165597	UniProt		C
UniProtKB	Q4BXW1	CwatDRAFT_1373	enables	GO:0016740	transferase activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0808	165597	UniProt		F
UniProtKB	Q4BXW1	CwatDRAFT_1373	enables	GO:0016757	glycosyltransferase activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0328	165597	UniProt		F
UniProtKB	Q4BXW1	CwatDRAFT_1373	located_in	GO:0005886	plasma membrane	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-1003	165597	UniProt		C
UniProtKB	Q4BXW1	CwatDRAFT_1373	located_in	GO:0016020	membrane	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0162	165597	UniProt		C
UniProtKB	Q4BXW3	CwatDRAFT_1375	enables	GO:0005509	calcium ion binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002048	165597	InterPro		F
UniProtKB	Q4BXW4	rpmF	involved_in	GO:0006412	translation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002677|InterPro:IPR011332	165597	InterPro		P
UniProtKB	Q4BXW4	rpmF	part_of	GO:0015934	large ribosomal subunit	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002677	165597	InterPro		C
UniProtKB	Q4BXW4	rpmF	enables	GO:0003735	structural constituent of ribosome	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002677	165597	InterPro		F
UniProtKB	Q4BXW4	rpmF	located_in	GO:0005840	ribosome	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0689	165597	UniProt		C
UniProtKB	Q4BXW4	rpmF	involved_in	GO:0006412	translation	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000036455	165597	UniProt		P
UniProtKB	Q4BXW5	CwatDRAFT_1370	enables	GO:0016746	acyltransferase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002505	165597	InterPro		F
UniProtKB	Q4BXW5	CwatDRAFT_1370	enables	GO:0016740	transferase activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0808	165597	UniProt		F
UniProtKB	Q4BXW6	CwatDRAFT_1369	enables	GO:0016407	acetyltransferase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004614	165597	InterPro		F
UniProtKB	Q4BXW6	CwatDRAFT_1369	enables	GO:0016746	acyltransferase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002505	165597	InterPro		F
UniProtKB	Q4BXW6	CwatDRAFT_1369	enables	GO:0016740	transferase activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0808	165597	UniProt		F
UniProtKB	Q4BXW6	CwatDRAFT_1369	enables	GO:0016746	acyltransferase activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0012	165597	UniProt		F
UniProtKB	Q4BXW6	CwatDRAFT_1369	enables	GO:0008959	phosphate acetyltransferase activity	ECO:0000501	IEA	GO_REF:0000003	EC:2.3.1.8	165597	UniProt		F
UniProtKB	Q4BXW9	CwatDRAFT_1366	enables	GO:0003824	catalytic activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR015421	165597	InterPro		F
UniProtKB	Q4BXX0	CwatDRAFT_1377	involved_in	GO:0006629	lipid metabolic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR005804	165597	InterPro		P
UniProtKB	Q4BXX0	CwatDRAFT_1377	enables	GO:0016717	oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR015876	165597	InterPro		F
UniProtKB	Q4BXX0	CwatDRAFT_1377	located_in	GO:0016020	membrane	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0472	165597	UniProt		C
UniProtKB	Q4BXX0	CwatDRAFT_1377	located_in	GO:0016021	integral component of membrane	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0812	165597	UniProt		C
UniProtKB	Q4BXX0	CwatDRAFT_1377	enables	GO:0016491	oxidoreductase activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0560	165597	UniProt		F
UniProtKB	Q4BXX0	CwatDRAFT_1377	involved_in	GO:0006633	fatty acid biosynthetic process	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0275	165597	UniProt		P
UniProtKB	Q4BXX0	CwatDRAFT_1377	involved_in	GO:0006631	fatty acid metabolic process	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0276	165597	UniProt		P
UniProtKB	Q4BXX0	CwatDRAFT_1377	involved_in	GO:0006629	lipid metabolic process	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0443	165597	UniProt		P
UniProtKB	Q4BXX0	CwatDRAFT_1377	enables	GO:0004768	stearoyl-CoA 9-desaturase activity	ECO:0000501	IEA	GO_REF:0000003	EC:1.14.19.1	165597	UniProt		F
UniProtKB	Q4BXX0	CwatDRAFT_1377	located_in	GO:0016020	membrane	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0162	165597	UniProt		C
UniProtKB	Q4BXX1	CwatDRAFT_1378	enables	GO:0003676	nucleic acid binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000504|InterPro:IPR035979	165597	InterPro		F
UniProtKB	Q4BXX2	rpsU	involved_in	GO:0006412	translation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001911|InterPro:IPR018278	165597	InterPro		P
UniProtKB	Q4BXX2	rpsU	located_in	GO:0005840	ribosome	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001911|InterPro:IPR018278	165597	InterPro		C
UniProtKB	Q4BXX2	rpsU	enables	GO:0003735	structural constituent of ribosome	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001911|InterPro:IPR018278	165597	InterPro		F
UniProtKB	Q4BXX2	rpsU	located_in	GO:0005840	ribosome	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0689	165597	UniProt		C
UniProtKB	Q4BXX2	rpsU	involved_in	GO:0006412	translation	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000035393	165597	UniProt		P
UniProtKB	Q4BXX3	CwatDRAFT_1380	located_in	GO:0016020	membrane	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0472	165597	UniProt		C
UniProtKB	Q4BXX3	CwatDRAFT_1380	located_in	GO:0016021	integral component of membrane	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0812	165597	UniProt		C
UniProtKB	Q4BXX5	CwatDRAFT_1651	enables	GO:0016491	oxidoreductase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002347|InterPro:IPR020904	165597	InterPro		F
UniProtKB	Q4BXY0	CwatDRAFT_1650	enables	GO:0030170	pyridoxal phosphate binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR010240	165597	InterPro		F
UniProtKB	Q4BXY0	CwatDRAFT_1650	enables	GO:0031071	cysteine desulfurase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR010240	165597	InterPro		F
UniProtKB	Q4BXY0	CwatDRAFT_1650	enables	GO:0003824	catalytic activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR015421|InterPro:IPR015422	165597	InterPro		F
UniProtKB	Q4BXY0	CwatDRAFT_1650	involved_in	GO:0044571	[2Fe-2S] cluster assembly	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR010240	165597	InterPro		P
UniProtKB	Q4BXY0	CwatDRAFT_1650	enables	GO:0008483	transaminase activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0032	165597	UniProt		F
UniProtKB	Q4BXY0	CwatDRAFT_1650	enables	GO:0016740	transferase activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0808	165597	UniProt		F
UniProtKB	Q4BXY0	CwatDRAFT_1650	enables	GO:0046872	metal ion binding	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0479	165597	UniProt		F
UniProtKB	Q4BXY0	CwatDRAFT_1650	enables	GO:0051536	iron-sulfur cluster binding	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0411	165597	UniProt		F
UniProtKB	Q4BXY0	CwatDRAFT_1650	enables	GO:0031071	cysteine desulfurase activity	ECO:0000501	IEA	GO_REF:0000003	EC:2.8.1.7	165597	UniProt		F
UniProtKB	Q4BXY0	CwatDRAFT_1650	enables	GO:0031071	cysteine desulfurase activity	ECO:0000256	IEA	GO_REF:0000116	RHEA:43892	165597	RHEA		F
UniProtKB	Q4BXY0	CwatDRAFT_1650	involved_in	GO:0016226	iron-sulfur cluster assembly	ECO:0000501	IEA	GO_REF:0000117	ARBA:ARBA00024775	165597	UniProt		P
UniProtKB	Q4BXY1	CwatDRAFT_1649	enables	GO:0005524	ATP binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000719	165597	InterPro		F
UniProtKB	Q4BXY1	CwatDRAFT_1649	involved_in	GO:0006468	protein phosphorylation	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000719|InterPro:IPR008271	165597	InterPro		P
UniProtKB	Q4BXY1	CwatDRAFT_1649	enables	GO:0004672	protein kinase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000719|InterPro:IPR008271	165597	InterPro		F
UniProtKB	Q4BXY1	CwatDRAFT_1649	enables	GO:0016301	kinase activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0418	165597	UniProt		F
UniProtKB	Q4BXY1	CwatDRAFT_1649	involved_in	GO:0016310	phosphorylation	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0418	165597	UniProt		P
UniProtKB	Q4BXY1	CwatDRAFT_1649	located_in	GO:0016020	membrane	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0472	165597	UniProt		C
UniProtKB	Q4BXY1	CwatDRAFT_1649	located_in	GO:0016021	integral component of membrane	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0812	165597	UniProt		C
UniProtKB	Q4BXY1	CwatDRAFT_1649	enables	GO:0106310	protein serine kinase activity	ECO:0000501	IEA	GO_REF:0000003	EC:2.7.11.1	165597	UniProt		F
UniProtKB	Q4BXY1	CwatDRAFT_1649	enables	GO:0106311	protein serine/threonine kinase activity	ECO:0000501	IEA	GO_REF:0000003	EC:2.7.11.1	165597	UniProt		F
UniProtKB	Q4BXY3	hisF	involved_in	GO:0000105	histidine biosynthetic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004651|InterPro:IPR006062	165597	InterPro		P
UniProtKB	Q4BXY3	hisF	enables	GO:0000107	imidazoleglycerol-phosphate synthase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004651	165597	InterPro		F
UniProtKB	Q4BXY3	hisF	enables	GO:0003824	catalytic activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR011060|InterPro:IPR013785	165597	InterPro		F
UniProtKB	Q4BXY3	hisF	involved_in	GO:0000105	histidine biosynthetic process	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0368	165597	UniProt		P
UniProtKB	Q4BXY3	hisF	located_in	GO:0005737	cytoplasm	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0963	165597	UniProt		C
UniProtKB	Q4BXY3	hisF	involved_in	GO:0008652	cellular amino acid biosynthetic process	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0028	165597	UniProt		P
UniProtKB	Q4BXY3	hisF	enables	GO:0016829	lyase activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0456	165597	UniProt		F
UniProtKB	Q4BXY3	hisF	enables	GO:0016853	isomerase activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0413	165597	UniProt		F
UniProtKB	Q4BXY3	hisF	located_in	GO:0005737	cytoplasm	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0086	165597	UniProt		C
UniProtKB	Q4BXY3	hisF	enables	GO:0000107	imidazoleglycerol-phosphate synthase activity	ECO:0000256	IEA	GO_REF:0000116	RHEA:24793	165597	RHEA		F
UniProtKB	Q4BXY3	hisF	involved_in	GO:0000105	histidine biosynthetic process	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000100401	165597	UniProt		P
UniProtKB	Q4BXY3	hisF	located_in	GO:0005737	cytoplasm	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000100401	165597	UniProt		C
UniProtKB	Q4BXY3	hisF	enables	GO:0000107	imidazoleglycerol-phosphate synthase activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000100401	165597	UniProt		F
UniProtKB	Q4BXY3	hisF	involved_in	GO:0000105	histidine biosynthetic process	ECO:0000322	IEA	GO_REF:0000041	UniPathway:UPA00031	165597	UniProt		P
UniProtKB	Q4BXY3	hisF	involved_in	GO:0044249	cellular biosynthetic process	ECO:0000501	IEA	GO_REF:0000117	ARBA:ARBA00025364	165597	UniProt		P
UniProtKB	Q4BXY3	hisF	involved_in	GO:0044238	primary metabolic process	ECO:0000501	IEA	GO_REF:0000117	ARBA:ARBA00025356	165597	UniProt		P
UniProtKB	Q4BXY3	hisF	involved_in	GO:1901576	organic substance biosynthetic process	ECO:0000501	IEA	GO_REF:0000117	ARBA:ARBA00024402	165597	UniProt		P
UniProtKB	Q4BXY4	CwatDRAFT_1659	located_in	GO:0016020	membrane	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0472	165597	UniProt		C
UniProtKB	Q4BXY4	CwatDRAFT_1659	located_in	GO:0016021	integral component of membrane	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0812	165597	UniProt		C
UniProtKB	Q4BXY5	gatC	involved_in	GO:0006450	regulation of translational fidelity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR003837|InterPro:IPR036113	165597	InterPro		P
UniProtKB	Q4BXY5	gatC	enables	GO:0005524	ATP binding	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0067	165597	UniProt		F
UniProtKB	Q4BXY5	gatC	enables	GO:0016740	transferase activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0808	165597	UniProt		F
UniProtKB	Q4BXY5	gatC	enables	GO:0000166	nucleotide binding	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0547	165597	UniProt		F
UniProtKB	Q4BXY5	gatC	enables	GO:0016874	ligase activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0436	165597	UniProt		F
UniProtKB	Q4BXY5	gatC	involved_in	GO:0006412	translation	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0648	165597	UniProt		P
UniProtKB	Q4BXY5	gatC	enables	GO:0050566	asparaginyl-tRNA synthase (glutamine-hydrolyzing) activity	ECO:0000256	IEA	GO_REF:0000116	RHEA:14513	165597	RHEA		F
UniProtKB	Q4BXY5	gatC	enables	GO:0050567	glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity	ECO:0000256	IEA	GO_REF:0000116	RHEA:17521	165597	RHEA		F
UniProtKB	Q4BXY5	gatC	involved_in	GO:0006412	translation	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000033428	165597	UniProt		P
UniProtKB	Q4BXY5	gatC	enables	GO:0050567	glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000033428	165597	UniProt		F
UniProtKB	Q4BXY6	ycf3	involved_in	GO:0015979	photosynthesis	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	165597	UniProt		P
UniProtKB	Q4BXY6	ycf3	located_in	GO:0009579	thylakoid	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0793	165597	UniProt		C
UniProtKB	Q4BXY6	ycf3	located_in	GO:0016020	membrane	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0472	165597	UniProt		C
UniProtKB	Q4BXY6	ycf3	located_in	GO:0031676	plasma membrane-derived thylakoid membrane	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0045	165597	UniProt		C
UniProtKB	Q4BXY6	ycf3	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000087100	165597	UniProt		P
UniProtKB	Q4BXY6	ycf3	located_in	GO:0042651	thylakoid membrane	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000087100	165597	UniProt		C
UniProtKB	Q4BXY7	CwatDRAFT_1660	enables	GO:0005216	ion channel activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR006201	165597	InterPro		F
UniProtKB	Q4BXY7	CwatDRAFT_1660	enables	GO:0005230	extracellular ligand-gated ion channel activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR006202|InterPro:IPR036734	165597	InterPro		F
UniProtKB	Q4BXY7	CwatDRAFT_1660	involved_in	GO:0034220	ion transmembrane transport	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR006201	165597	InterPro		P
UniProtKB	Q4BXY7	CwatDRAFT_1660	located_in	GO:0016021	integral component of membrane	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR006201|InterPro:IPR006202|InterPro:IPR036719|InterPro:IPR036734	165597	InterPro		C
UniProtKB	Q4BXY7	CwatDRAFT_1660	involved_in	GO:0006811	ion transport	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR006202|InterPro:IPR036719|InterPro:IPR036734	165597	InterPro		P
UniProtKB	Q4BXY7	CwatDRAFT_1660	enables	GO:0004888	transmembrane signaling receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR006201	165597	InterPro		F
UniProtKB	Q4BXY7	CwatDRAFT_1660	located_in	GO:0016020	membrane	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0472	165597	UniProt		C
UniProtKB	Q4BXY7	CwatDRAFT_1660	located_in	GO:0016021	integral component of membrane	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0812	165597	UniProt		C
UniProtKB	Q4BXY7	CwatDRAFT_1660	located_in	GO:0016020	membrane	ECO:0000323	IEA	GO_REF:0000044	UniProtKB-SubCell:SL-0162	165597	UniProt		C
UniProtKB	Q4BXZ0	CwatDRAFT_1440	enables	GO:0005524	ATP binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000523|InterPro:IPR011776	165597	InterPro		F
UniProtKB	Q4BXZ0	CwatDRAFT_1440	involved_in	GO:0015995	chlorophyll biosynthetic process	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR011776	165597	InterPro		P
UniProtKB	Q4BXZ0	CwatDRAFT_1440	enables	GO:0016851	magnesium chelatase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR011776	165597	InterPro		F
UniProtKB	Q4BXZ0	CwatDRAFT_1440	enables	GO:0005524	ATP binding	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0067	165597	UniProt		F
UniProtKB	Q4BXZ0	CwatDRAFT_1440	involved_in	GO:0015995	chlorophyll biosynthetic process	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0149	165597	UniProt		P
UniProtKB	Q4BXZ0	CwatDRAFT_1440	involved_in	GO:0015979	photosynthesis	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0602	165597	UniProt		P
UniProtKB	Q4BXZ0	CwatDRAFT_1440	enables	GO:0000166	nucleotide binding	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0547	165597	UniProt		F
UniProtKB	Q4BXZ0	CwatDRAFT_1440	enables	GO:0016874	ligase activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0436	165597	UniProt		F
UniProtKB	Q4BXZ0	CwatDRAFT_1440	enables	GO:0016851	magnesium chelatase activity	ECO:0000501	IEA	GO_REF:0000003	EC:6.6.1.1	165597	UniProt		F
UniProtKB	Q4BXZ0	CwatDRAFT_1440	enables	GO:0016851	magnesium chelatase activity	ECO:0000256	IEA	GO_REF:0000116	RHEA:13961	165597	RHEA		F
UniProtKB	Q4BXZ0	CwatDRAFT_1440	enables	GO:0005524	ATP binding	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000139856	165597	UniProt		F
UniProtKB	Q4BXZ0	CwatDRAFT_1440	involved_in	GO:0015979	photosynthesis	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000139856	165597	UniProt		P
UniProtKB	Q4BXZ0	CwatDRAFT_1440	enables	GO:0016851	magnesium chelatase activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000139856	165597	UniProt		F
UniProtKB	Q4BXZ0	CwatDRAFT_1440	involved_in	GO:0015995	chlorophyll biosynthetic process	ECO:0000322	IEA	GO_REF:0000041	UniPathway:UPA00668	165597	UniProt		P
UniProtKB	Q4BXZ4	CwatDRAFT_1446	involved_in	GO:0006355	regulation of transcription, DNA-templated	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR010985	165597	InterPro		P
UniProtKB	Q4BXZ6	CwatDRAFT_1439	located_in	GO:0016020	membrane	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0472	165597	UniProt		C
UniProtKB	Q4BXZ6	CwatDRAFT_1439	located_in	GO:0016021	integral component of membrane	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0812	165597	UniProt		C
UniProtKB	Q4BXZ8	CwatDRAFT_1438	involved_in	GO:0006396	RNA processing	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002646	165597	InterPro		P
UniProtKB	Q4BXZ8	CwatDRAFT_1438	enables	GO:0016779	nucleotidyltransferase activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002646	165597	InterPro		F
UniProtKB	Q4BXZ8	CwatDRAFT_1438	enables	GO:0003723	RNA binding	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002646	165597	InterPro		F
UniProtKB	Q4BXZ8	CwatDRAFT_1438	enables	GO:0016740	transferase activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0808	165597	UniProt		F
